,Location,BedRooms,WashRooms,AreaCount,Area,Currency,Price
9411,126,5,5,600, Sq. Yd,PKR,6.5 Crore
9412,14,5,5,"1,000", Sq. Yd,PKR,17  Crore
9413,14,5,5,500, Sq. Yd,PKR,11  Crore
9414,14,5,5,500, Sq. Yd,PKR,11  Crore
9415,39,3,3,600, Sq. Yd,PKR,14  Crore
9416,22,3,3,200, Sq. Yd,PKR,1.15 Crore
9417,35,3,3,125, Sq. Yd,PKR,90  Lakh
9418,5,3,3,200, Sq. Yd,PKR,1.5 Crore
9419,6,2,3,200, Sq. Yd,PKR,1.67 Crore
9420,88,4,4,120, Sq. Yd,PKR,96  Lakh
9421,259,5,6,240, Sq. Yd,PKR,3.15 Crore
9422,300,4,4,300, Sq. Yd,PKR,7  Crore
9423,67,5,6,333.3, Sq. Yd,PKR,4  Crore
9424,125,5,6,500, Sq. Yd,PKR,16  Crore
9425,228,5,6,250, Sq. Yd,PKR,7  Crore
9426,437,4,4,160, Sq. Yd,PKR,5.5 Crore
9427,84,2,7,250, Sq. Yd,PKR,6.5 Crore
9428,84,6,6,250, Sq. Yd,PKR,6.5 Crore
9429,74,7,8,550, Sq. Yd,PKR,7.5 Crore
9430,645,4,6,80, Sq. Yd,PKR,2.1 Crore
9431,81,4,2,120, Sq. Yd,PKR,87  Lakh
9432,81,4,2,120, Sq. Yd,PKR,94  Lakh
9433,81,4,3,120, Sq. Yd,PKR,1.07 Crore
9434,16,6,3,240, Sq. Yd,PKR,3.25 Crore
9435,120,6,3,240, Sq. Yd,PKR,3.5 Crore
9436,47,8,3,240, Sq. Yd,PKR,3.65 Crore
9437,90,2,2,120, Sq. Yd,PKR,78  Lakh
9438,90,2,2,120, Sq. Yd,PKR,1  Crore
9439,90,3,3,120, Sq. Yd,PKR,1.1 Crore
9440,90,3,5,120, Sq. Yd,PKR,1.45 Crore
9441,90,3,5,120, Sq. Yd,PKR,1.45 Crore
9442,90,3,3,120, Sq. Yd,PKR,1.1 Crore
9443,90,2,3,160, Sq. Yd,PKR,1.1 Crore
9444,90,2,3,160, Sq. Yd,PKR,1.3 Crore
9445,90,3,3,160, Sq. Yd,PKR,1.4 Crore
9446,90,5,3,240, Sq. Yd,PKR,2.5 Crore
9447,90,5,5,240, Sq. Yd,PKR,1.8 Crore
9448,90,5,5,240, Sq. Yd,PKR,2.5 Crore
9449,90,2,2,120, Sq. Yd,PKR,78  Lakh
9450,90,3,3,120, Sq. Yd,PKR,1.45 Crore
9451,90,2,2,160, Sq. Yd,PKR,1.3 Crore
9452,90,3,3,160, Sq. Yd,PKR,1.4 Crore
9453,90,5,5,240, Sq. Yd,PKR,2.5 Crore
9454,90,2,2,120, Sq. Yd,PKR,78  Lakh
9455,90,3,3,120, Sq. Yd,PKR,1.45 Crore
9456,90,2,2,160, Sq. Yd,PKR,1.3 Crore
9457,90,3,3,240, Sq. Yd,PKR,1.45 Crore
9458,90,5,5,240, Sq. Yd,PKR,2.5 Crore
9459,90,3,3,120, Sq. Yd,PKR,1.45 Crore
9460,206,5,5,750, Sq. Yd,PKR,9.75 Crore
9461,206,5,5,750, Sq. Yd,PKR,12  Crore
9462,206,5,5,750, Sq. Yd,PKR,12  Crore
9463,74,5,5,750, Sq. Yd,PKR,6.5 Crore
9464,74,5,5,750, Sq. Yd,PKR,9  Crore
9465,74,5,5,750, Sq. Yd,PKR,11  Crore
9466,206,5,5,550, Sq. Yd,PKR,8.5 Crore
9467,74,5,5,550, Sq. Yd,PKR,8.5 Crore
9468,74,5,5,550, Sq. Yd,PKR,6  Crore
9469,646,6,6,720, Sq. Yd,PKR,5  Crore
9470,156,2,2,120, Sq. Yd,PKR,86  Lakh
9471,481,3,3,120, Sq. Yd,PKR,56  Lakh
9472,480,3,3,120, Sq. Yd,PKR,75  Lakh
9473,480,5,5,120, Sq. Yd,PKR,75  Lakh
9474,480,2,2,120, Sq. Yd,PKR,75  Lakh
9475,481,5,3,120, Sq. Yd,PKR,56  Lakh
9476,45,4,2,120, Sq. Yd,PKR,2.25 Crore
9477,148,4,2,120, Sq. Yd,PKR,90  Lakh
9478,55,6,8,80, Sq. Yd,PKR,98  Lakh
9479,452,10,4,292, Sq. Yd,PKR,1.95 Crore
9480,334,2,3,489, Sq. Yd,PKR,4.5 Crore
9481,647,5,5,50, Sq. Yd,PKR,50  Lakh
9482,321,7,4,250, Sq. Yd,PKR,3.75 Crore
9483,163,3,3,120, Sq. Yd,PKR,1.3 Crore
9484,1,2,3,125, Sq. Yd,PKR,1.1 Crore
9485,549,2,5,200, Sq. Yd,PKR,1.8 Crore
9486,88,4,5,240, Sq. Yd,PKR,2.65 Crore
9487,88,4,5,240, Sq. Yd,PKR,2  Crore
9488,88,4,5,120, Sq. Yd,PKR,96  Lakh
9489,88,4,4,120, Sq. Yd,PKR,97  Lakh
9490,648,4,10,145, Sq. Yd,PKR,1.9 Crore
9491,648,3,3,120, Sq. Yd,PKR,1.45 Crore
9492,233,3,3,250, Sq. Yd,PKR,7.5 Crore
9493,81,4,4,120, Sq. Yd,PKR,1.5 Crore
9494,23,4,4,400, Sq. Yd,PKR,3.85 Crore
9495,65,6,6,500, Sq. Yd,PKR,6.5 Crore
9496,65,6,6,500, Sq. Yd,PKR,6.75 Crore
9497,50,4,4,240, Sq. Yd,PKR,3.6 Crore
9498,649,4,3,600, Sq. Yd,PKR,7  Crore
9499,12,7,3,200, Sq. Yd,PKR,6  Crore
9500,12,3,5,300, Sq. Yd,PKR,6  Crore
9501,88,2,5,240, Sq. Yd,PKR,2.48 Crore
9502,88,2,5,240, Sq. Yd,PKR,1.8 Crore
9503,88,4,5,120, Sq. Yd,PKR,95  Lakh
9504,88,4,5,120, Sq. Yd,PKR,96  Lakh
9505,88,4,5,120, Sq. Yd,PKR,1.25 Crore
9506,88,4,3,120, Sq. Yd,PKR,1.3 Crore
9507,57,4,4,133, Sq. Yd,PKR,1.5 Crore
9508,555,4,4,120, Sq. Yd,PKR,1.5 Crore
9509,57,5,5,309, Sq. Yd,PKR,2  Crore
9510,57,7,4,266, Sq. Yd,PKR,3.5 Crore
9511,88,3,3,240, Sq. Yd,PKR,2.65 Crore
9512,88,2,3,240, Sq. Yd,PKR,2  Crore
9513,88,2,5,120, Sq. Yd,PKR,97  Lakh
9514,88,4,5,120, Sq. Yd,PKR,98  Lakh
9515,88,4,5,120, Sq. Yd,PKR,1.25 Crore
9516,88,4,5,120, Sq. Yd,PKR,1.5 Crore
9517,88,4,5,120, Sq. Yd,PKR,1.5 Crore
9518,88,4,5,120, Sq. Yd,PKR,1.5 Crore
9519,88,4,4,120, Sq. Yd,PKR,1.5 Crore
9520,88,4,7,120, Sq. Yd,PKR,1.4 Crore
9521,225,10,4,250, Sq. Yd,PKR,5  Crore
9522,57,5,5,250, Sq. Yd,PKR,3.25 Crore
9523,613,4,3,100, Sq. Yd,PKR,1.7 Crore
9524,11,4,6,100, Sq. Yd,PKR,2.5 Crore
9525,25,3,6,250, Sq. Yd,PKR,6.5 Crore
9526,81,6,3,150, Sq. Yd,PKR,1.55 Crore
9527,74,6,5,550, Sq. Yd,PKR,8.5 Crore
9528,74,3,3,550, Sq. Yd,PKR,9.3 Crore
9529,206,4,4,311, Sq. Yd,PKR,6  Crore
9530,206,7,8,500, Sq. Yd,PKR,7.5 Crore
9531,206,7,8,750, Sq. Yd,PKR,12  Crore
9532,206,7,8,750, Sq. Yd,PKR,15.5 Crore
9533,206,5,5,550, Sq. Yd,PKR,7.5 Crore
9534,388,4,4,120, Sq. Yd,PKR,1.75 Crore
9535,57,4,4,120, Sq. Yd,PKR,1.6 Crore
9536,57,4,4,90, Sq. Yd,PKR,72  Lakh
9537,57,4,4,120, Sq. Yd,PKR,1.4 Crore
9538,57,4,4,100, Sq. Yd,PKR,1.15 Crore
9539,57,3,3,100, Sq. Yd,PKR,1.23 Crore
9540,57,3,3,170, Sq. Yd,PKR,1.25 Crore
9541,44,6,3,240, Sq. Yd,PKR,3.5 Crore
9542,110,6,3,240, Sq. Yd,PKR,3.5 Crore
9543,15,6,4,240, Sq. Yd,PKR,3.5 Crore
9544,30,3,4,200, Sq. Yd,PKR,71  Lakh
9545,30,3,6,200, Sq. Yd,PKR,68  Lakh
9546,384,4,5,120, Sq. Yd,PKR,60  Lakh
9547,81,4,4,120, Sq. Yd,PKR,1.25 Crore
9548,81,4,4,120, Sq. Yd,PKR,1.5 Crore
9549,120,4,4,120, Sq. Yd,PKR,2.25 Crore
9550,120,4,4,120, Sq. Yd,PKR,2.25 Crore
9551,8,4,4,120, Sq. Yd,PKR,5  Crore
9552,8,4,6,120, Sq. Yd,PKR,5.35 Crore
9553,185,4,4,120, Sq. Yd,PKR,1.9 Crore
9554,11,5,4,100, Sq. Yd,PKR,3.5 Crore
9555,133,4,4,240, Sq. Yd,PKR,2.7 Crore
9556,14,4,4,100, Sq. Yd,PKR,3.9 Crore
9557,11,4,6,100, Sq. Yd,PKR,3.25 Crore
9558,13,4,3,500, Sq. Yd,PKR,6.5 Crore
9559,8,6,3,120, Sq. Yd,PKR,5.2 Crore
9560,26,3,3,150, Sq. Yd,PKR,4.75 Crore
9561,11,3,8,100, Sq. Yd,PKR,3.65 Crore
9562,11,3,3,100, Sq. Yd,PKR,3.7 Crore
9563,1,3,3,240, Sq. Yd,PKR,2  Crore
9564,650,3,1,100, Sq. Yd,PKR,90  Lakh
9565,167,6,5,120, Sq. Yd,PKR,2.45 Crore
9566,235,2,4,120, Sq. Yd,PKR,2  Crore
9567,167,5,4,120, Sq. Yd,PKR,1.3 Crore
9568,167,4,4,120, Sq. Yd,PKR,2.1 Crore
9569,167,4,3,120, Sq. Yd,PKR,1.3 Crore
9570,30,3,3,125, Sq. Yd,PKR,58  Lakh
9571,55,8,5,80, Sq. Yd,PKR,85  Lakh
9572,11,3,8,100, Sq. Yd,PKR,3.6 Crore
9573,11,4,3,100, Sq. Yd,PKR,3.5 Crore
9574,19,4,4,350, Sq. Yd,PKR,5.5 Crore
9575,354,6,4,400, Sq. Yd,PKR,5.6 Crore
9576,74,3,4,480, Sq. Yd,PKR,6.5 Crore
9577,60,3,5,240, Sq. Yd,PKR,3  Crore
9578,231,6,4,"20,000", Sq. Yd,PKR,25  Crore
9579,6,5,6,200, Sq. Yd,PKR,1.5 Crore
9580,4,5,6,350, Sq. Yd,PKR,1.67 Crore
9581,4,6,3,350, Sq. Yd,PKR,1.57 Crore
9582,65,5,6,427, Sq. Yd,PKR,6.5 Crore
9583,65,5,6,427, Sq. Yd,PKR,6.5 Crore
9584,14,5,6,"1,000", Sq. Yd,PKR,30  Crore
9585,14,5,2,500, Sq. Yd,PKR,16  Crore
9586,8,5,4,500, Sq. Yd,PKR,16  Crore
9587,14,6,4,500, Sq. Yd,PKR,11  Crore
9588,39,6,7,500, Sq. Yd,PKR,15  Crore
9589,39,6,4,200, Sq. Yd,PKR,6.25 Crore
9590,57,6,6,120, Sq. Yd,PKR,1.5 Crore
9591,57,4,4,180, Sq. Yd,PKR,1.2 Crore
9592,388,6,6,120, Sq. Yd,PKR,1.6 Crore
9593,57,7,8,266, Sq. Yd,PKR,1.1 Crore
9594,57,6,6,240, Sq. Yd,PKR,3  Crore
9595,388,6,6,200, Sq. Yd,PKR,3.5 Crore
9596,57,4,4,120, Sq. Yd,PKR,1.5 Crore
9597,57,6,6,120, Sq. Yd,PKR,1.3 Crore
9598,57,4,4,120, Sq. Yd,PKR,1.3 Crore
9599,57,6,6,120, Sq. Yd,PKR,1.3 Crore
9600,57,6,6,170, Sq. Yd,PKR,1.5 Crore
9601,57,2,2,300, Sq. Yd,PKR,3  Crore
9602,57,6,4,110, Sq. Yd,PKR,95  Lakh
9603,57,6,6,65, Sq. Yd,PKR,85  Lakh
9604,57,6,6,120, Sq. Yd,PKR,85  Lakh
9605,388,6,6,240, Sq. Yd,PKR,3  Crore
9606,57,3,3,206, Sq. Yd,PKR,1.8 Crore
9607,57,5,5,160, Sq. Yd,PKR,1.15 Crore
9608,57,4,4,206, Sq. Yd,PKR,1.45 Crore
9609,137,7,8,425, Sq. Yd,PKR,5  Crore
9610,23,6,6,400, Sq. Yd,PKR,4.5 Crore
9611,128,6,6,400, Sq. Yd,PKR,4  Crore
9612,23,4,4,522, Sq. Yd,PKR,4.5 Crore
9613,369,6,4,120, Sq. Yd,PKR,1.8 Crore
9614,383,2,4,60, Sq. Yd,PKR,1  Crore
9615,133,4,4,416, Sq. Yd,PKR,5.15 Crore
9616,81,4,4,120, Sq. Yd,PKR,65  Lakh
9617,129,4,2,84, Sq. Yd,PKR,42  Lakh
9618,383,3,6,80, Sq. Yd,PKR,35  Lakh
9619,279,3,6,120, Sq. Yd,PKR,70  Lakh
9620,63,6,6,"1,000", Sq. Yd,PKR,13  Crore
9621,13,4,6,500, Sq. Yd,PKR,13.5 Crore
9622,39,6,5,500, Sq. Yd,PKR,9  Crore
9623,192,6,8,240, Sq. Yd,PKR,3.5 Crore
9624,26,6,8,"1,000", Sq. Yd,PKR,18.75 Crore
9625,192,6,7,240, Sq. Yd,PKR,4.5 Crore
9626,128,7,7,200, Sq. Yd,PKR,2.35 Crore
9627,99,6,7,200, Sq. Yd,PKR,2.45 Crore
9628,99,6,3,200, Sq. Yd,PKR,2.5 Crore
9629,367,3,2,80, Sq. Yd,PKR,75  Lakh
9630,13,8,2,500, Sq. Yd,PKR,10  Crore
9631,13,10,5,"1,000", Sq. Yd,PKR,22  Crore
9632,14,6,3,500, Sq. Yd,PKR,9.5 Crore
9633,13,6,6,300, Sq. Yd,PKR,7  Crore
9634,13,6,4,600, Sq. Yd,PKR,10  Crore
9635,11,6,2,300, Sq. Yd,PKR,6.75 Crore
9636,8,5,2,500, Sq. Yd,PKR,9.5 Crore
9637,39,6,5,500, Sq. Yd,PKR,10  Crore
9638,12,5,4,200, Sq. Yd,PKR,7  Crore
9639,458,7,3,"3,000", Sq. Yd,PKR,1.6 Crore
9640,11,3,3,100, Sq. Yd,PKR,3.85 Crore
9641,11,3,2,100, Sq. Yd,PKR,3.5 Crore
9642,555,8,3,200, Sq. Yd,PKR,2.9 Crore
9643,373,4,3,140, Sq. Yd,PKR,95  Lakh
9644,328,3,6,120, Sq. Yd,PKR,2.5 Crore
9645,335,2,6,80, Sq. Yd,PKR,50  Lakh
9646,84,6,5,325, Sq. Yd,PKR,8.25 Crore
9647,26,5,6,"1,000", Sq. Yd,PKR,15  Crore
9648,651,11,10,480, Sq. Yd,PKR,17  Crore
9649,62,5,6,350, Sq. Yd,PKR,12.5 Crore
9650,84,9,9,310, Sq. Yd,PKR,6  Crore
9651,256,6,7,600, Sq. Yd,PKR,8  Crore
9652,142,2,1,60, Sq. Yd,PKR,18  Lakh
9653,38,5,5,"1,000", Sq. Yd,PKR,15.5 Crore
9654,231,6,6,500, Sq. Yd,PKR,6.1 Crore
9655,289,8,2,400, Sq. Yd,PKR,4.5 Crore
9656,195,2,2,400, Sq. Yd,PKR,5.5 Crore
9657,494,2,6,"1,000", Sq. Yd,PKR,11  Crore
9658,289,2,8,400, Sq. Yd,PKR,4.5 Crore
9659,339,6,8,500, Sq. Yd,PKR,5  Crore
9660,9,7,5,60, Sq. Yd,PKR,1.9 Crore
9661,151,7,6,62, Sq. Yd,PKR,31  Lakh
9662,151,5,6,84, Sq. Yd,PKR,32  Lakh
9663,320,6,6,500, Sq. Yd,PKR,13.5 Crore
9664,14,5,2,500, Sq. Yd,PKR,7.5 Crore
9665,14,6,6,666, Sq. Yd,PKR,13  Crore
9666,39,11,6,"1,000", Sq. Yd,PKR,15  Crore
9667,209,4,3,120, Sq. Yd,PKR,1.45 Crore
9668,71,3,4,120, Sq. Yd,PKR,1.45 Crore
9669,71,4,5,120, Sq. Yd,PKR,1.4 Crore
9670,209,5,5,120, Sq. Yd,PKR,1.35 Crore
9671,209,5,3,120, Sq. Yd,PKR,1.3 Crore
9672,12,3,4,300, Sq. Yd,PKR,11  Crore
9673,68,4,4,215, Sq. Yd,PKR,1.3 Crore
9674,12,4,4,300, Sq. Yd,PKR,8.65 Crore
9675,297,4,4,200, Sq. Yd,PKR,6.1 Crore
9676,297,4,4,183, Sq. Yd,PKR,4.5 Crore
9677,26,4,4,500, Sq. Yd,PKR,10.25 Crore
9678,90,4,4,240, Sq. Yd,PKR,1.5 Crore
9679,524,4,6,120, Sq. Yd,PKR,1.6 Crore
9680,524,6,4,120, Sq. Yd,PKR,1.5 Crore
9681,524,4,6,120, Sq. Yd,PKR,1.4 Crore
9682,524,6,6,120, Sq. Yd,PKR,1.3 Crore
9683,524,6,5,120, Sq. Yd,PKR,2  Crore
9684,44,6,6,120, Sq. Yd,PKR,2.1 Crore
9685,15,7,8,240, Sq. Yd,PKR,4  Crore
9686,15,7,8,240, Sq. Yd,PKR,4.5 Crore
9687,15,4,4,60, Sq. Yd,PKR,1.2 Crore
9688,14,6,4,500, Sq. Yd,PKR,10.1 Crore
9689,38,6,4,500, Sq. Yd,PKR,8.5 Crore
9690,13,6,2,"1,000", Sq. Yd,PKR,20  Crore
9691,203,4,4,80, Sq. Yd,PKR,1.15 Crore
9692,203,4,4,80, Sq. Yd,PKR,1.4 Crore
9693,203,2,4,120, Sq. Yd,PKR,2.5 Crore
9694,203,4,4,120, Sq. Yd,PKR,2.3 Crore
9695,81,4,5,120, Sq. Yd,PKR,1.65 Crore
9696,203,4,8,120, Sq. Yd,PKR,2  Crore
9697,102,6,4,240, Sq. Yd,PKR,2.8 Crore
9698,259,9,5,240, Sq. Yd,PKR,3.8 Crore
9699,117,4,3,350, Sq. Yd,PKR,15  Crore
9700,191,6,2,95, Sq. Yd,PKR,95  Lakh
9701,126,6,6,600, Sq. Yd,PKR,7.25 Crore
9702,126,3,3,600, Sq. Yd,PKR,7.35 Crore
9703,133,5,5,256, Sq. Yd,PKR,4.5 Crore
9704,231,4,4,"1,500", Sq. Yd,PKR,16  Crore
9705,231,6,6,900, Sq. Yd,PKR,9.75 Crore
9706,243,6,6,"1,000", Sq. Yd,PKR,10  Crore
9707,126,6,6,300, Sq. Yd,PKR,5.5 Crore
9708,57,3,3,100, Sq. Yd,PKR,85  Lakh
9709,12,6,8,300, Sq. Yd,PKR,7.5 Crore
9710,39,6,8,500, Sq. Yd,PKR,10.5 Crore
9711,14,6,6,500, Sq. Yd,PKR,11.5 Crore
9712,457,2,2,200, Sq. Yd,PKR,95  Lakh
9713,300,7,7,400, Sq. Yd,PKR,9.8 Crore
9714,300,6,1,300, Sq. Yd,PKR,6.5 Crore
9715,137,2,4,233, Sq. Yd,PKR,3  Crore
9716,147,2,2,120, Sq. Yd,PKR,1.1 Crore
9717,147,2,2,120, Sq. Yd,PKR,58  Lakh
9718,132,4,4,120, Sq. Yd,PKR,1.61 Crore
9719,163,6,3,43, Sq. Yd,PKR,62  Lakh
9720,8,3,6,500, Sq. Yd,PKR,4  Crore
9721,259,6,6,240, Sq. Yd,PKR,3.45 Crore
9722,182,6,5,400, Sq. Yd,PKR,4.75 Crore
9723,271,5,2,120, Sq. Yd,PKR,1.4 Crore
9724,74,2,7,775, Sq. Yd,PKR,10.75 Crore
9725,12,7,7,500, Sq. Yd,PKR,9.5 Crore
9726,77,7,5,120, Sq. Yd,PKR,2.6 Crore
9727,300,4,7,500, Sq. Yd,PKR,14.25 Crore
9728,300,7,8,500, Sq. Yd,PKR,14.25 Crore
9729,57,7,6,120, Sq. Yd,PKR,1.1 Crore
9730,185,6,6,120, Sq. Yd,PKR,4  Crore
9731,84,6,4,"1,000", Sq. Yd,PKR,14  Crore
9732,84,4,4,500, Sq. Yd,PKR,5  Crore
9733,57,4,2,240, Sq. Yd,PKR,4.9 Crore
9734,235,2,4,200, Sq. Yd,PKR,4  Crore
9735,57,4,4,120, Sq. Yd,PKR,1.35 Crore
9736,57,4,4,150, Sq. Yd,PKR,2.1 Crore
9737,57,4,4,120, Sq. Yd,PKR,1.5 Crore
9738,57,4,4,120, Sq. Yd,PKR,1.5 Crore
9739,95,2,5,120, Sq. Yd,PKR,1  Crore
9740,95,6,7,240, Sq. Yd,PKR,2.7 Crore
9741,28,6,3,240, Sq. Yd,PKR,2.7 Crore
9742,69,6,4,120, Sq. Yd,PKR,1.4 Crore
9743,69,3,2,240, Sq. Yd,PKR,2.75 Crore
9744,235,6,2,120, Sq. Yd,PKR,1.45 Crore
9745,69,6,2,120, Sq. Yd,PKR,1.4 Crore
9746,95,5,4,240, Sq. Yd,PKR,2.65 Crore
9747,39,5,5,550, Sq. Yd,PKR,8.25 Crore
9748,8,6,7,"1,000", Sq. Yd,PKR,24  Crore
9749,14,6,7,500, Sq. Yd,PKR,15  Crore
9750,90,2,3,"1,080", Sq. Yd,PKR,85  Lakh
9751,39,6,6,500, Sq. Yd,PKR,12.5 Crore
9752,14,6,6,600, Sq. Yd,PKR,19.5 Crore
9753,14,6,6,500, Sq. Yd,PKR,8.5 Crore
9754,8,3,5,120, Sq. Yd,PKR,5.5 Crore
9755,8,3,4,150, Sq. Yd,PKR,6  Crore
9756,39,5,6,"1,000", Sq. Yd,PKR,16  Crore
9757,32,6,6,200, Sq. Yd,PKR,1  Crore
9758,39,6,1,"1,000", Sq. Yd,PKR,28  Crore
9759,12,6,5,300, Sq. Yd,PKR,11  Crore
9760,8,4,6,120, Sq. Yd,PKR,4  Crore
9761,38,6,6,600, Sq. Yd,PKR,7.5 Crore
9762,8,6,3,"1,000", Sq. Yd,PKR,25  Crore
9763,8,3,3,120, Sq. Yd,PKR,5  Crore
9764,15,4,4,60, Sq. Yd,PKR,95  Lakh
9765,25,4,4,280, Sq. Yd,PKR,5.5 Crore
9766,25,6,5,720, Sq. Yd,PKR,15  Crore
9767,9,4,2,60, Sq. Yd,PKR,85  Lakh
9768,50,3,3,120, Sq. Yd,PKR,1.15 Crore
9769,15,5,4,600, Sq. Yd,PKR,4.25 Crore
9770,64,3,2,500, Sq. Yd,PKR,7.2 Crore
9771,306,2,2,120, Sq. Yd,PKR,70  Lakh
9772,272,6,6,100, Sq. Yd,PKR,85  Lakh
9773,370,5,5,120, Sq. Yd,PKR,1.6 Crore
9774,10,4,4,270, Sq. Yd,PKR,3.85 Crore
9775,108,3,3,240, Sq. Yd,PKR,4.3 Crore
9776,13,8,6,250, Sq. Yd,PKR,6.5 Crore
9777,267,3,3,522, Sq. Yd,PKR,7  Crore
9778,267,3,3,600, Sq. Yd,PKR,9  Crore
9779,343,5,3,112, Sq. Yd,PKR,1.55 Crore
9780,418,5,6,64, Sq. Yd,PKR,36  Lakh
9781,6,5,5,200, Sq. Yd,PKR,95  Lakh
9782,198,2,2,120, Sq. Yd,PKR,1.75 Crore
9783,198,2,2,120, Sq. Yd,PKR,1.8 Crore
9784,198,6,6,120, Sq. Yd,PKR,1.85 Crore
9785,198,6,6,120, Sq. Yd,PKR,1.9 Crore
9786,198,2,2,120, Sq. Yd,PKR,2  Crore
9787,340,2,2,120, Sq. Yd,PKR,27  Lakh
9788,340,2,2,120, Sq. Yd,PKR,30  Lakh
9789,637,2,2,80, Sq. Yd,PKR,16  Lakh
9790,340,2,2,120, Sq. Yd,PKR,27  Lakh
9791,340,2,2,120, Sq. Yd,PKR,29  Lakh
9792,340,2,2,120, Sq. Yd,PKR,28  Lakh
9793,340,2,2,120, Sq. Yd,PKR,28  Lakh
9794,340,2,2,120, Sq. Yd,PKR,25  Lakh
9795,340,2,2,120, Sq. Yd,PKR,29  Lakh
9796,637,2,2,120, Sq. Yd,PKR,30  Lakh
9797,637,2,2,120, Sq. Yd,PKR,29  Lakh
9798,340,2,2,120, Sq. Yd,PKR,26  Lakh
9799,637,2,2,120, Sq. Yd,PKR,28  Lakh
9800,637,2,2,120, Sq. Yd,PKR,27  Lakh
9801,637,2,2,120, Sq. Yd,PKR,25  Lakh
9802,637,2,2,80, Sq. Yd,PKR,19  Lakh
9803,637,2,2,120, Sq. Yd,PKR,26  Lakh
9804,637,2,2,80, Sq. Yd,PKR,20  Lakh
9805,637,2,2,80, Sq. Yd,PKR,17  Lakh
9806,637,2,2,80, Sq. Yd,PKR,18  Lakh
9807,637,2,2,80, Sq. Yd,PKR,18  Lakh
9808,637,2,2,80, Sq. Yd,PKR,20  Lakh
9809,637,2,2,80, Sq. Yd,PKR,17  Lakh
9810,637,2,2,80, Sq. Yd,PKR,15  Lakh
9811,340,2,2,80, Sq. Yd,PKR,19  Lakh
9812,637,2,2,80, Sq. Yd,PKR,19  Lakh
9813,340,2,2,80, Sq. Yd,PKR,20  Lakh
9814,637,2,2,80, Sq. Yd,PKR,16  Lakh
9815,637,2,2,80, Sq. Yd,PKR,15  Lakh
9816,340,2,2,80, Sq. Yd,PKR,19  Lakh
9817,340,2,2,80, Sq. Yd,PKR,16  Lakh
9818,340,2,2,80, Sq. Yd,PKR,18  Lakh
9819,340,2,2,80, Sq. Yd,PKR,15  Lakh
9820,340,2,2,80, Sq. Yd,PKR,17  Lakh
9821,340,2,2,80, Sq. Yd,PKR,15  Lakh
9822,340,2,2,80, Sq. Yd,PKR,17  Lakh
9823,340,2,2,80, Sq. Yd,PKR,20  Lakh
9824,340,2,2,80, Sq. Yd,PKR,18  Lakh
9825,340,2,2,80, Sq. Yd,PKR,16  Lakh
9826,39,5,6,"1,000", Sq. Yd,PKR,15.5 Crore
9827,23,3,3,200, Sq. Yd,PKR,3  Crore
9828,39,5,5,666, Sq. Yd,PKR,11.5 Crore
9829,8,6,5,500, Sq. Yd,PKR,13  Crore
9830,8,6,6,500, Sq. Yd,PKR,12.5 Crore
9831,14,2,5,250, Sq. Yd,PKR,5  Crore
9832,132,5,5,220, Sq. Yd,PKR,3.5 Crore
9833,8,4,6,120, Sq. Yd,PKR,4.25 Crore
9834,156,6,2,120, Sq. Yd,PKR,1.35 Crore
9835,28,2,3,240, Sq. Yd,PKR,2.5 Crore
9836,86,5,5,200, Sq. Yd,PKR,1.4 Crore
9837,128,3,5,200, Sq. Yd,PKR,2.5 Crore
9838,81,2,4,200, Sq. Yd,PKR,2.65 Crore
9839,15,6,3,300, Sq. Yd,PKR,4.25 Crore
9840,15,6,6,300, Sq. Yd,PKR,4.25 Crore
9841,12,4,6,300, Sq. Yd,PKR,7.8 Crore
9842,103,3,4,160, Sq. Yd,PKR,1  Crore
9843,443,6,7,350, Sq. Yd,PKR,5.75 Crore
9844,120,6,6,240, Sq. Yd,PKR,3.1 Crore
9845,81,4,3,128, Sq. Yd,PKR,1.25 Crore
9846,81,2,3,120, Sq. Yd,PKR,1  Crore
9847,15,6,6,400, Sq. Yd,PKR,4  Crore
9848,15,6,6,400, Sq. Yd,PKR,4.75 Crore
9849,110,6,3,240, Sq. Yd,PKR,3.75 Crore
9850,109,3,4,600, Sq. Yd,PKR,7.2 Crore
9851,214,4,4,200, Sq. Yd,PKR,2.3 Crore
9852,66,5,5,427, Sq. Yd,PKR,6.25 Crore
9853,65,5,5,500, Sq. Yd,PKR,6.5 Crore
9854,15,5,2,60, Sq. Yd,PKR,1.3 Crore
9855,145,2,2,84, Sq. Yd,PKR,45  Lakh
9856,145,2,2,84, Sq. Yd,PKR,45  Lakh
9857,129,2,2,84, Sq. Yd,PKR,45  Lakh
9858,129,2,4,84, Sq. Yd,PKR,45  Lakh
9859,196,4,4,84, Sq. Yd,PKR,36  Lakh
9860,196,4,8,84, Sq. Yd,PKR,36  Lakh
9861,288,9,4,120, Sq. Yd,PKR,2.1 Crore
9862,414,4,4,120, Sq. Yd,PKR,1.55 Crore
9863,414,6,3,120, Sq. Yd,PKR,1.8 Crore
9864,414,4,4,120, Sq. Yd,PKR,1.55 Crore
9865,81,3,6,120, Sq. Yd,PKR,80  Lakh
9866,185,4,6,120, Sq. Yd,PKR,1.5 Crore
9867,77,6,6,80, Sq. Yd,PKR,25  Lakh
